,bookingID,driver_id,label
3136,231928234025,336,1
3137,231928234027,350,0
3138,231928234028,323,0
3139,231928234032,433,0
3140,231928234033,396,0
3141,231928234034,500,0
3142,231928234036,492,1
3143,231928234037,186,1
3144,231928234038,446,0
3145,231928234039,56,0
3146,231928234040,177,0
3147,231928234041,375,0
3148,231928234042,424,0
3149,231928234043,363,0
3150,231928234044,198,0
3151,231928234048,176,0
3152,231928234049,492,0
3153,231928234050,180,0
3154,231928234052,18,0
3155,231928234054,357,0
3156,231928234055,485,0
3157,231928234056,38,0
3158,231928234057,140,0
3159,231928234060,260,0
3160,231928234061,264,0
3161,231928234062,148,0
3162,231928234064,469,0
3163,231928234065,121,0
3164,231928234067,443,1
3165,231928234068,223,0
3166,231928234069,472,0
3167,231928234070,90,0
3168,231928234071,327,0
3169,231928234073,459,0
3170,231928234076,321,0
3171,231928234078,345,0
3172,231928234080,397,0
3173,231928234083,24,0
3174,231928234084,151,1
3175,231928234085,225,0
3176,231928234087,243,1
3177,231928234089,210,0
3178,231928234091,478,0
3179,231928234092,11,0
3180,231928234093,250,1
3181,231928234095,431,0
3182,231928234096,386,0
3183,231928234097,421,0
3184,231928234098,251,0
3185,231928234100,120,1
3186,231928234101,472,0
3187,231928234102,253,0
3188,231928234103,437,0
3189,231928234104,243,0
3190,231928234105,370,0
3191,231928234107,176,0
3192,231928234108,212,0
3193,231928234109,285,0
3194,231928234112,262,0
3195,231928234113,354,0
3196,231928234117,332,0
3197,231928234118,5,0
3198,231928234119,431,0
3199,231928234120,345,0
3200,231928234122,177,0
3201,231928234123,471,0
3202,231928234124,173,0
3203,231928234127,92,1
3204,231928234128,178,0
3205,231928234129,318,0
3206,231928234130,448,0
3207,231928234131,164,0
3208,231928234132,462,0
3209,231928234133,196,0
3210,231928234134,361,0
3211,231928234136,329,1
3212,231928234137,154,0
3213,231928234139,153,0
3214,231928234140,403,0
3215,231928234141,213,0
3216,231928234143,212,0
3217,231928234145,120,0
3218,231928234146,5,0
3219,231928234147,452,0
3220,231928234148,304,1
3221,231928234150,301,0
3222,231928234152,30,0
3223,231928234153,93,0
3224,231928234155,142,0
3225,231928234158,374,0
3226,231928234159,267,1
3227,231928234160,110,0
3228,231928234161,493,1
3229,231928234162,294,0
3230,231928234164,176,1
3231,231928234165,199,0
3232,231928234168,261,1
3233,231928234169,302,0
3234,240518168580,423,0
3235,240518168581,77,0
3236,240518168583,145,0
3237,240518168585,408,0
3238,240518168586,370,1
3239,240518168587,374,0
3240,240518168588,276,0
3241,240518168590,192,0
3242,240518168591,204,0
3243,240518168592,88,0
3244,240518168593,320,0
3245,240518168594,246,0
3246,240518168595,350,0
3247,240518168596,208,0
3248,240518168599,356,1
3249,240518168601,9,0
3250,240518168605,172,1
3251,240518168609,393,0
3252,240518168610,325,0
3253,240518168611,391,0
3254,240518168612,134,0
3255,240518168614,215,0
3256,240518168615,45,1
3257,240518168616,90,1
3258,240518168617,427,0
3259,240518168618,188,0
3260,240518168620,42,0
3261,240518168622,94,0
3262,240518168623,471,0
3263,240518168624,197,1
3264,240518168628,489,1
3265,240518168629,467,1
3266,240518168630,494,0
3267,240518168632,441,0
3268,240518168633,10,0
3269,240518168635,208,0
3270,240518168636,289,0
3271,240518168640,421,1
3272,240518168641,58,1
3273,240518168642,306,0
3274,240518168643,469,1
3275,240518168645,13,0
3276,240518168646,171,0
3277,240518168647,454,0
3278,240518168649,203,1
3279,240518168650,404,0
3280,240518168651,447,0
3281,240518168654,358,0
3282,240518168655,25,1
3283,240518168658,397,1
3284,240518168659,485,0
3285,240518168662,500,0
3286,240518168663,257,0
3287,240518168664,387,0
3288,240518168665,35,0
3289,240518168666,426,0
3290,240518168671,196,0
3291,240518168672,447,0
3292,240518168674,212,1
3293,240518168675,380,1
3294,240518168676,405,0
3295,240518168677,35,1
3296,240518168678,405,0
3297,240518168680,274,1
3298,240518168681,180,0
3299,240518168683,56,0
3300,240518168686,57,1
3301,240518168690,392,0
3302,240518168692,318,0
3303,240518168693,247,1
3304,240518168694,170,1
3305,240518168695,429,1
3306,240518168697,147,0
3307,240518168698,469,1
3308,240518168700,479,1
3309,240518168701,184,0
3310,240518168703,354,0
3311,240518168704,155,1
3312,240518168706,206,0
3313,240518168707,366,0
3314,240518168708,336,0
3315,240518168710,130,0
3316,240518168713,392,1
3317,240518168714,323,0
3318,240518168715,314,0
3319,240518168716,124,1
3320,240518168717,468,0
3321,240518168719,431,0
3322,240518168720,66,1
3323,240518168721,351,1
3324,240518168722,82,0
3325,240518168723,274,0
3326,240518168724,411,1
3327,240518168725,174,0
3328,240518168726,485,1
3329,240518168727,163,1
3330,240518168729,389,0
3331,240518168730,248,0
3332,240518168731,484,1
3333,240518168735,407,0
3334,240518168736,123,1
3335,240518168737,8,0
3336,240518168738,141,0
3337,240518168741,234,1
3338,240518168742,421,0
3339,240518168743,91,0
3340,240518168744,409,1
3341,240518168745,395,0
3342,240518168747,420,0
3343,240518168750,436,1
3344,249108103168,21,0
3345,249108103169,118,0
3346,249108103171,66,0
3347,249108103173,41,0
3348,249108103174,247,0
3349,249108103175,170,1
3350,249108103176,479,0
3351,249108103177,218,0
3352,249108103183,82,0
3353,249108103184,196,1
3354,249108103185,7,0
3355,249108103186,19,0
3356,249108103188,99,0
3357,249108103189,451,0
3358,249108103190,8,0
3359,249108103191,213,0
3360,249108103192,62,0
3361,249108103193,94,0
3362,249108103195,202,0
3363,249108103197,448,0
3364,249108103201,394,0
3365,249108103203,412,0
3366,249108103204,5,0
3367,249108103205,95,0
3368,249108103207,64,0
3369,249108103209,146,1
3370,249108103210,232,1
3371,249108103211,254,0
3372,249108103213,230,0
3373,249108103215,372,0
3374,249108103216,107,0
3375,249108103217,41,0
3376,249108103219,451,1
3377,249108103221,179,0
3378,249108103223,31,0
3379,249108103226,83,0
3380,249108103227,379,0
3381,249108103229,47,0
3382,249108103230,264,0
3383,249108103231,238,0
3384,249108103233,67,1
3385,249108103234,255,0
3386,249108103235,28,0
3387,249108103237,195,0
3388,249108103240,80,1
3389,249108103243,40,0
3390,249108103245,259,1
3391,249108103246,168,0
3392,249108103247,300,0
3393,249108103248,20,0
3394,249108103250,27,0
3395,249108103251,19,0
3396,249108103252,243,0
3397,249108103253,61,0
3398,249108103254,346,1
3399,249108103256,89,1
3400,249108103259,39,0
3401,249108103260,459,0
3402,249108103262,129,0
3403,249108103263,349,0
3404,249108103265,234,0
3405,249108103267,350,0
3406,249108103269,296,0
3407,249108103270,50,0
3408,249108103271,270,0
3409,249108103272,60,1
3410,249108103273,81,1
3411,249108103277,190,0
3412,249108103278,488,0
3413,249108103279,51,0
3414,249108103280,484,1
3415,249108103281,450,0
3416,249108103283,42,0
3417,249108103284,275,1
3418,249108103286,375,0
3419,249108103287,382,1
3420,249108103292,72,0
3421,249108103293,62,0
3422,249108103294,108,0
3423,249108103295,230,0
3424,249108103296,329,0
3425,249108103298,20,1
3426,249108103303,207,1
3427,249108103304,144,0
3428,249108103305,182,0
3429,249108103306,247,0
3430,249108103308,302,0
3431,249108103309,167,0
3432,249108103310,187,0
3433,249108103311,452,0
3434,249108103312,327,0
3435,249108103314,325,0
3436,249108103315,440,1
3437,249108103316,87,1
3438,249108103318,420,0
3439,249108103320,396,0
3440,249108103322,1,0
3441,249108103326,111,0
3442,249108103328,421,0
3443,249108103330,331,1
3444,249108103331,146,0
3445,249108103332,307,1
3446,249108103333,319,0
3447,249108103334,91,0
3448,249108103337,279,0
3449,249108103338,446,0
3450,249108103339,498,1
3451,249108103340,179,0
3452,249108103341,335,1
3453,249108103342,494,0
3454,249108103343,499,0
3455,249108103344,37,1
3456,249108103345,291,1
3457,249108103346,202,0
3458,249108103348,353,0
3459,249108103349,51,0
3460,249108103350,421,0
3461,249108103351,107,0
3462,249108103352,456,0
3463,249108103354,374,1
3464,249108103356,4,0
3465,249108103357,28,0
3466,249108103358,51,0
3467,249108103359,490,0
3468,257698037760,262,1
3469,257698037761,274,0
3470,257698037763,356,0
3471,257698037764,42,1
3472,257698037765,487,0
3473,257698037769,192,0
3474,257698037770,76,0
3475,257698037771,485,0
3476,257698037772,467,0
3477,257698037773,38,1
3478,257698037775,428,0
3479,257698037776,494,0
3480,257698037777,204,0
3481,257698037778,120,0
3482,257698037780,184,1
3483,257698037781,166,0
3484,257698037784,6,0
3485,257698037785,128,0
3486,257698037787,334,0
3487,257698037789,15,0
3488,257698037790,224,0
3489,257698037791,77,1
3490,257698037794,307,0
3491,257698037795,305,0
3492,257698037797,254,0
3493,257698037799,337,0
3494,257698037800,392,0
3495,257698037801,44,1
3496,257698037802,388,0
3497,257698037803,150,0
3498,257698037804,436,0
3499,257698037805,384,0
3500,257698037806,465,1
3501,257698037807,350,0
3502,257698037808,182,0
3503,257698037811,262,0
3504,257698037814,269,0
3505,257698037817,490,1
3506,257698037818,161,1
3507,257698037819,99,0
3508,257698037821,340,0
3509,257698037822,1,0
3510,257698037823,327,0
3511,257698037826,156,1
3512,257698037827,379,0
3513,257698037828,120,0
3514,257698037829,447,0
3515,257698037830,26,0
3516,257698037834,491,0
3517,257698037837,93,0
3518,257698037838,464,1
3519,257698037839,177,0
3520,257698037841,93,0
3521,257698037842,31,0
3522,257698037848,217,0
3523,257698037849,102,1
3524,257698037851,371,0
3525,257698037853,456,1
3526,257698037855,378,0
3527,257698037856,97,0
3528,257698037859,112,0
3529,257698037860,297,1
3530,257698037864,3,0
3531,257698037865,384,0
3532,257698037866,26,1
3533,257698037867,321,0
3534,257698037868,456,1
3535,257698037869,359,0
3536,257698037870,164,0
3537,257698037872,148,1
3538,257698037873,166,0
3539,257698037874,307,0
3540,257698037875,189,0
3541,257698037876,118,0
3542,257698037878,319,0
3543,257698037879,476,1
3544,257698037882,422,0
3545,257698037883,454,0
3546,257698037884,293,1
3547,257698037886,467,1
3548,257698037888,191,1
3549,257698037889,79,0
3550,257698037891,16,1
3551,257698037893,377,0
3552,257698037894,203,0
3553,257698037895,130,0
3554,257698037897,475,0
3555,257698037898,4,0
3556,257698037899,431,0
3557,257698037900,66,0
3558,257698037902,492,0
3559,257698037903,151,0
3560,257698037906,429,0
3561,257698037907,327,0
3562,257698037909,369,0
3563,257698037910,189,1
3564,257698037912,438,0
3565,257698037915,369,1
3566,257698037916,67,0
3567,257698037917,69,1
3568,257698037918,472,0
3569,257698037923,294,0
3570,257698037924,211,1
3571,266287972402,317,1
3572,266287972483,216,1
3573,266287972491,308,1
3574,274877906944,272,1
3575,274877906949,56,1
3576,274877906950,495,1
3577,274877906951,439,1
3578,274877906978,157,1
3579,274877906989,420,1
3580,274877906996,62,1
3581,274877907001,207,1
3582,274877907006,121,1
3583,274877907025,57,1
3584,274877907029,124,1
3585,274877907034,412,1
3586,274877907035,17,1
3587,274877907038,29,1
3588,274877907049,277,1
3589,274877907056,181,1
3590,274877907059,19,1
3591,274877907060,250,1
3592,274877907064,322,1
3593,274877907066,247,1
3594,274877907068,445,1
3595,274877907074,454,1
3596,274877907095,424,1
3597,274877907096,94,1
3598,274877907097,150,1
3599,274877907099,227,1
3600,274877907101,293,1
3601,274877907110,327,1
3602,274877907111,482,1
3603,274877907112,132,1
3604,274877907124,194,1
3605,274877907128,137,1
3606,283467841536,169,0
3607,283467841538,123,0
3608,283467841542,15,0
3609,283467841544,438,0
3610,283467841545,330,0
3611,283467841547,230,0
3612,283467841548,345,0
3613,283467841549,413,0
3614,283467841550,425,0
3615,283467841553,239,0
3616,283467841554,157,0
3617,283467841555,301,1
3618,283467841556,283,1
3619,283467841557,121,0
3620,283467841558,467,0
3621,283467841559,254,0
3622,283467841561,229,1
3623,283467841564,436,1
3624,283467841565,90,1
3625,283467841566,172,0
3626,283467841567,207,0
3627,283467841568,252,1
3628,283467841570,317,0
3629,283467841571,75,1
3630,283467841573,115,0
3631,283467841574,447,0
3632,283467841576,439,0
3633,283467841577,172,0
3634,283467841579,62,0
3635,283467841580,399,0
3636,283467841582,91,0
3637,283467841583,359,1
3638,283467841585,334,0
3639,283467841586,288,0
3640,283467841588,230,0
3641,283467841589,437,0
3642,283467841590,372,1
3643,283467841591,114,1
3644,283467841593,408,0
3645,283467841594,449,0
3646,283467841595,185,0
3647,283467841596,320,0
3648,283467841597,56,0
3649,283467841598,56,1
3650,283467841599,308,0
3651,283467841600,81,0
3652,283467841603,283,0
3653,283467841604,410,1
3654,283467841605,374,0
3655,283467841606,78,1
3656,283467841607,293,0
3657,283467841608,137,1
3658,283467841610,386,1
3659,283467841613,28,0
3660,283467841614,161,0
3661,283467841615,202,0
3662,283467841616,273,0
3663,283467841617,132,0
3664,283467841619,142,0
3665,283467841620,248,1
3666,283467841621,385,0
3667,283467841622,436,0
3668,283467841623,86,0
3669,283467841624,73,0
3670,283467841625,355,0
3671,283467841626,207,0
3672,283467841627,353,0
3673,283467841628,189,0
3674,283467841629,19,0
3675,283467841630,452,1
3676,283467841631,255,1
3677,283467841632,430,0
3678,283467841633,405,0
3679,283467841634,138,1
3680,283467841635,152,0
3681,283467841636,450,1
3682,283467841637,92,1
3683,283467841638,305,0
3684,283467841644,464,0
3685,283467841647,226,0
3686,283467841648,271,0
3687,283467841649,336,0
3688,283467841650,47,0
3689,283467841653,264,1
3690,283467841654,134,1
3691,283467841655,352,0
3692,283467841657,56,0
3693,283467841658,80,0
3694,283467841660,406,1
3695,283467841661,95,0
3696,283467841664,405,1
3697,283467841666,44,1
3698,283467841668,279,1
3699,283467841669,308,0
3700,283467841670,410,1
3701,283467841671,173,0
3702,283467841673,384,1
3703,283467841675,283,1
3704,283467841676,194,0
3705,283467841677,189,0
3706,283467841678,366,0
3707,283467841679,195,0
3708,283467841680,279,1
3709,283467841681,54,0
3710,283467841682,250,0
3711,283467841684,33,1
3712,283467841685,469,1
3713,283467841687,336,1
3714,283467841688,426,0
3715,283467841689,409,0
3716,283467841692,436,0
3717,283467841694,216,1
3718,283467841695,200,0
3719,283467841696,177,0
3720,283467841697,328,0
3721,283467841700,436,1
3722,283467841701,205,1
3723,292057776128,29,0
3724,292057776129,139,0
3725,292057776136,451,0
3726,292057776139,500,1
3727,292057776143,423,0
3728,292057776146,158,0
3729,292057776147,98,0
3730,292057776148,231,0
3731,292057776149,488,1
3732,292057776150,380,0
3733,292057776153,243,0
3734,292057776154,79,0
3735,292057776158,297,0
3736,292057776159,115,0
3737,292057776160,65,0
3738,292057776161,446,0
3739,292057776162,36,1
3740,292057776163,213,0
3741,292057776165,454,0
3742,292057776166,114,0
3743,292057776168,297,0
3744,292057776169,165,0
3745,292057776170,108,0
3746,292057776171,41,1
3747,292057776172,311,0
3748,292057776173,168,0
3749,292057776174,29,0
3750,292057776175,184,0
3751,292057776176,206,0
3752,292057776177,284,0
3753,292057776178,174,0
3754,292057776181,245,0
3755,292057776182,366,0
3756,292057776184,435,1
3757,292057776185,32,0
3758,292057776187,67,0
3759,292057776188,244,1
3760,292057776189,322,0
3761,292057776190,458,0
3762,292057776191,212,0
3763,292057776192,210,0
3764,292057776193,136,0
3765,292057776194,178,0
3766,292057776195,339,0
3767,292057776196,66,0
3768,292057776197,132,0
3769,292057776199,103,0
3770,292057776200,164,0
3771,292057776202,99,0
3772,292057776203,113,0
3773,292057776204,401,1
3774,292057776206,85,1
3775,292057776207,148,0
3776,292057776208,172,1
3777,292057776209,320,0
3778,292057776210,12,0
3779,292057776211,421,0
3780,292057776212,435,0
3781,292057776213,278,0
3782,292057776214,116,0
3783,292057776215,99,0
3784,292057776216,186,0
3785,292057776217,219,0
3786,292057776218,330,0
3787,292057776219,76,0
3788,292057776220,276,0
3789,292057776221,303,0
3790,292057776222,428,0
3791,292057776223,410,0
3792,292057776225,202,0
3793,292057776226,290,0
3794,292057776227,225,1
3795,292057776229,476,1
3796,292057776231,146,0
3797,292057776233,317,0
3798,292057776234,29,0
3799,292057776235,496,0
3800,292057776237,356,1
3801,292057776238,454,0
3802,292057776239,229,0
3803,292057776240,420,0
3804,292057776241,52,1
3805,292057776243,80,0
3806,292057776245,387,0
3807,292057776251,251,0
3808,292057776252,351,0
3809,292057776253,36,0
3810,292057776254,116,0
3811,292057776256,451,0
3812,292057776257,46,0
3813,292057776259,238,0
3814,292057776260,121,1
3815,292057776261,175,0
3816,292057776262,29,0
3817,292057776263,396,0
3818,292057776264,118,0
3819,292057776266,61,0
3820,292057776267,201,0
3821,292057776269,158,1
3822,292057776270,477,1
3823,292057776274,243,0
3824,292057776275,303,0
3825,292057776276,361,0
3826,292057776277,358,1
3827,292057776281,145,0
3828,292057776282,283,0
3829,292057776283,421,1
3830,292057776284,440,1
3831,292057776286,177,0
3832,292057776290,100,0
3833,292057776291,218,0
3834,292057776292,380,0
3835,292057776293,315,0
3836,292057776294,337,0
3837,300647710720,219,0
3838,300647710723,132,0
3839,300647710725,443,0
3840,300647710726,385,0
3841,300647710728,454,0
3842,300647710729,479,0
3843,300647710730,330,0
3844,300647710731,64,0
3845,300647710732,401,1
3846,300647710733,370,0
3847,300647710735,40,0
3848,300647710736,87,0
3849,300647710737,123,0
3850,300647710738,392,0
3851,300647710739,192,0
3852,300647710741,32,0
3853,300647710742,321,0
3854,300647710743,431,0
3855,300647710747,226,1
3856,300647710749,318,0
3857,300647710753,72,1
3858,300647710754,33,0
3859,300647710759,453,0
3860,300647710761,133,1
3861,300647710762,82,0
3862,300647710763,148,0
3863,300647710765,360,0
3864,300647710766,363,1
3865,300647710767,170,0
3866,300647710769,419,1
3867,300647710771,69,0
3868,300647710773,417,0
3869,300647710774,295,1
3870,300647710775,123,0
3871,300647710776,403,0
3872,300647710777,313,1
3873,300647710778,44,0
3874,300647710779,341,0
3875,300647710781,433,0
3876,300647710782,226,1
3877,300647710783,92,0
3878,300647710784,436,1
3879,300647710785,389,0
3880,300647710786,352,0
3881,300647710787,217,0
3882,300647710788,373,0
3883,300647710789,18,0
3884,300647710792,235,0
3885,300647710794,111,0
3886,300647710797,489,0
3887,300647710798,43,0
3888,300647710799,305,0
3889,300647710800,189,1
3890,300647710802,415,0
3891,300647710804,466,0
3892,300647710805,290,1
3893,300647710807,396,0
3894,300647710808,25,1
3895,300647710809,72,0
3896,300647710810,37,0
3897,300647710813,204,0
3898,300647710816,295,1
3899,300647710817,407,0
3900,300647710819,19,1
3901,300647710821,414,0
3902,300647710822,398,0
3903,300647710825,144,0
3904,300647710826,311,0
3905,300647710829,264,0
3906,300647710830,261,0
3907,300647710831,285,0
3908,300647710832,498,0
3909,300647710833,231,0
3910,300647710835,102,0
3911,300647710836,163,1
3912,300647710838,380,1
3913,300647710839,155,1
3914,300647710840,380,0
3915,300647710841,208,0
3916,300647710846,312,1
3917,300647710847,355,0
3918,300647710848,129,0
3919,300647710849,171,1
3920,300647710850,68,0
3921,300647710851,99,0
3922,300647710855,65,0
3923,300647710856,141,0
3924,300647710857,79,1
3925,300647710858,219,0
3926,300647710859,500,0
3927,300647710861,383,0
3928,300647710863,383,0
3929,300647710864,450,1
3930,300647710865,372,0
3931,300647710867,282,0
3932,300647710868,205,0
3933,300647710870,111,1
3934,300647710871,400,0
3935,300647710876,83,0
3936,300647710878,329,1
3937,300647710879,318,1
3938,300647710880,484,0
3939,300647710881,392,1
3940,300647710882,113,0
3941,300647710883,487,0
3942,300647710885,365,0
3943,300647710886,202,0
3944,309237645312,191,0
3945,309237645313,378,0
3946,309237645316,243,0
3947,309237645318,485,0
3948,309237645320,196,0
3949,309237645321,237,0
3950,309237645323,229,0
3951,309237645325,59,0
3952,309237645327,280,0
3953,309237645328,296,0
3954,309237645329,171,0
3955,309237645330,157,0
3956,309237645331,103,0
3957,309237645334,357,0
3958,309237645336,79,0
3959,309237645339,256,0
3960,309237645342,286,0
3961,309237645343,97,0
3962,309237645346,500,0
3963,309237645348,211,0
3964,309237645349,95,0
3965,309237645352,452,0
3966,309237645353,205,0
3967,309237645354,18,0
3968,309237645355,271,0
3969,309237645356,275,0
3970,309237645357,485,0
3971,309237645359,315,0
3972,309237645361,5,0
3973,309237645362,255,0
3974,309237645363,297,0
3975,309237645364,166,0
3976,309237645366,478,0
3977,309237645369,376,0
3978,309237645371,125,0
3979,309237645372,319,0
3980,309237645373,109,0
3981,309237645374,297,0
3982,309237645376,392,0
3983,309237645377,114,0
3984,309237645382,7,0
3985,309237645386,219,0
3986,309237645388,390,0
3987,309237645392,127,0
3988,309237645393,285,0
3989,309237645394,408,0
3990,309237645396,311,0
3991,309237645397,343,0
3992,309237645398,183,0
3993,309237645399,307,0
3994,309237645400,232,0
3995,309237645403,44,0
3996,309237645404,399,0
3997,309237645409,426,0
3998,309237645410,4,0
3999,309237645415,98,0
4000,309237645417,334,0
4001,309237645418,482,0
4002,309237645419,182,0
4003,309237645423,494,0
4004,309237645427,447,0
4005,309237645430,170,0
4006,309237645431,195,0
4007,309237645432,25,0
4008,309237645436,8,0
4009,309237645437,8,0
4010,309237645438,408,0
4011,309237645440,364,0
4012,309237645442,90,0
4013,309237645443,356,0
4014,309237645445,164,0
4015,309237645448,450,0
4016,309237645450,334,0
4017,309237645452,161,0
4018,309237645454,247,0
4019,309237645455,314,0
4020,309237645456,156,0
4021,309237645457,401,0
4022,309237645458,213,0
4023,309237645459,424,0
4024,309237645462,116,0
4025,309237645463,268,0
4026,309237645464,342,0
4027,309237645467,292,0
4028,309237645468,9,0
4029,309237645470,104,0
4030,309237645471,129,0
4031,309237645472,226,0
4032,309237645480,41,0
4033,309237645481,452,0
4034,309237645482,175,0
4035,309237645487,477,0
4036,317827579905,184,0
4037,317827579906,243,1
4038,317827579908,346,0
4039,317827579909,269,0
4040,317827579910,78,0
4041,317827579911,276,0
4042,317827579914,192,0
4043,317827579915,371,0
4044,317827579916,237,0
4045,317827579918,416,0
4046,317827579919,251,1
4047,317827579922,279,1
4048,317827579924,213,0
4049,317827579925,267,0
4050,317827579926,194,0
4051,317827579927,451,1
4052,317827579928,161,0
4053,317827579931,56,0
4054,317827579933,236,0
4055,317827579935,10,0
4056,317827579936,224,1
4057,317827579937,350,0
4058,317827579938,227,0
4059,317827579939,57,0
4060,317827579940,368,0
4061,317827579942,7,0
4062,317827579944,403,0
4063,317827579946,135,0
4064,317827579947,372,0
4065,317827579949,150,1
4066,317827579952,51,0
4067,317827579953,442,0
4068,317827579954,183,0
4069,317827579955,496,0
4070,317827579956,27,0
4071,317827579957,391,0
4072,317827579959,7,0
4073,317827579960,397,0
4074,317827579961,415,0
4075,317827579962,152,0
4076,317827579963,130,0
4077,317827579964,349,0
4078,317827579966,200,0
4079,317827579967,193,0
4080,317827579969,334,0
4081,317827579970,460,0
4082,317827579971,104,0
4083,317827579972,377,1
4084,317827579973,244,0
4085,317827579974,137,0
4086,317827579975,76,0
4087,317827579976,165,0
4088,317827579977,242,0
4089,317827579979,220,0
4090,317827579981,143,0
4091,317827579982,474,0
4092,317827579984,172,0
4093,317827579986,282,0
4094,317827579990,448,0
4095,317827579991,208,1
4096,317827579993,319,1
4097,317827579995,372,0
4098,317827579996,16,0
4099,317827579997,416,0
4100,317827580001,188,0
4101,317827580002,401,1
4102,317827580003,325,0
4103,317827580006,203,0
4104,317827580008,439,1
4105,317827580010,452,0
4106,317827580014,213,0
4107,317827580015,263,1
4108,317827580016,213,0
4109,317827580018,346,0
4110,317827580019,469,0
4111,317827580022,7,0
4112,317827580025,275,1
4113,317827580026,112,1
4114,317827580027,377,0
4115,317827580028,357,0
4116,317827580029,212,0
4117,317827580031,92,0
4118,317827580033,426,0
4119,317827580035,315,1
4120,317827580038,169,0
4121,317827580039,33,0
4122,317827580041,308,0
4123,317827580043,331,1
4124,317827580044,36,0
4125,317827580045,14,0
4126,317827580046,180,0
4127,317827580047,90,0
4128,317827580048,234,0
4129,317827580050,54,1
4130,317827580053,359,1
4131,317827580054,378,0
4132,317827580055,311,0
4133,317827580057,139,0
4134,317827580058,156,0
4135,317827580059,289,0
4136,317827580060,387,0
4137,317827580061,435,0
4138,317827580063,469,1
4139,317827580064,326,0
4140,317827580065,336,0
4141,317827580066,279,1
4142,317827580067,164,0
4143,317827580070,172,0
4144,317827580071,67,0
4145,317827580072,422,0
4146,317827580073,393,0
4147,317827580074,426,0
4148,317827580076,177,0
4149,317827580077,190,0
4150,317827580078,201,1
4151,317827580079,377,0
4152,317827580080,80,0
4153,317827580081,234,0
4154,317827580084,103,0
4155,317827580085,355,0
4156,326417514496,361,1
4157,326417514497,218,0
4158,326417514499,336,0
4159,326417514500,496,0
4160,326417514501,62,0
4161,326417514503,286,0
4162,326417514505,274,0
4163,326417514507,402,0
4164,326417514510,156,0
4165,326417514512,3,1
4166,326417514513,366,0
4167,326417514515,233,0
4168,326417514517,336,0
4169,326417514518,20,0
4170,326417514519,291,0
4171,326417514521,50,0
4172,326417514524,180,0
4173,326417514525,16,0
4174,326417514526,288,0
4175,326417514527,368,0
4176,326417514529,268,1
4177,326417514530,56,0
4178,326417514531,408,0
4179,326417514533,356,0
4180,326417514534,442,1
4181,326417514536,378,1
4182,326417514537,418,0
4183,326417514538,183,0
4184,326417514539,372,1
4185,326417514541,203,0
4186,326417514542,149,1
4187,326417514545,21,0
4188,326417514547,67,0
4189,326417514552,20,0
4190,326417514553,387,1
4191,326417514555,44,0
4192,326417514556,302,0
4193,326417514557,11,0
4194,326417514558,140,0
4195,326417514559,275,0
4196,326417514560,347,0
4197,326417514564,140,0
4198,326417514566,384,0
4199,326417514567,105,1
4200,326417514568,359,1
4201,326417514569,117,0
4202,326417514570,334,0
4203,326417514571,20,0
4204,326417514572,278,1
4205,326417514573,121,0
4206,326417514574,216,0
4207,326417514575,126,1
4208,326417514576,47,0
4209,326417514577,446,0
4210,326417514579,372,0
4211,326417514580,437,0
4212,326417514581,191,0
4213,326417514583,241,0
4214,326417514586,273,1
4215,326417514587,494,1
4216,326417514589,344,0
4217,326417514591,35,1
4218,326417514593,416,0
4219,326417514594,222,1
4220,326417514595,380,0
4221,326417514597,117,0
4222,326417514600,256,0
4223,326417514601,74,1
4224,326417514602,264,1
4225,326417514603,332,0
4226,326417514604,169,0
4227,326417514605,471,0
4228,326417514606,344,0
4229,326417514607,428,1
4230,326417514608,193,0
4231,326417514611,316,0
4232,326417514613,438,0
4233,326417514617,389,0
4234,326417514618,286,0
4235,326417514620,157,0
4236,326417514621,129,1
4237,326417514622,83,0
4238,326417514623,151,1
4239,326417514624,108,0
4240,326417514628,310,0
4241,326417514629,281,0
4242,326417514630,201,1
4243,326417514631,441,1
4244,326417514633,187,0
4245,326417514634,205,0
4246,326417514635,70,0
4247,326417514637,44,0
4248,326417514638,6,0
4249,326417514640,395,1
4250,326417514641,383,0
4251,326417514642,298,1
4252,326417514644,355,1
4253,326417514645,35,0
4254,326417514646,278,0
4255,326417514647,389,1
4256,326417514648,301,0
4257,326417514650,137,1
4258,326417514653,408,0
4259,326417514654,98,0
4260,326417514655,90,1
4261,326417514656,303,0
4262,326417514658,237,0
4263,326417514659,320,0
4264,326417514660,420,0
4265,326417514661,165,1
4266,326417514662,439,1
4267,326417514663,176,0
4268,326417514666,183,0
4269,326417514668,458,0
4270,326417514670,47,0
4271,326417514671,322,0
4272,326417514672,24,0
4273,326417514673,261,1
4274,326417514674,216,0
4275,326417514675,207,0
4276,326417514677,137,1
4277,326417514679,429,0
4278,326417514680,226,1
4279,326417514681,111,0
4280,335007449088,297,1
4281,335007449089,240,1
4282,335007449090,299,0
4283,335007449091,370,0
4284,335007449092,12,0
4285,335007449093,31,0
4286,335007449094,364,0
4287,335007449097,401,0
4288,335007449098,221,0
4289,335007449101,239,1
4290,335007449103,143,1
4291,335007449104,129,0
4292,335007449105,302,0
4293,335007449106,488,0
4294,335007449107,69,0
4295,335007449108,54,0
4296,335007449113,98,0
4297,335007449115,441,1
4298,335007449116,113,0
4299,335007449117,306,0
4300,335007449118,472,0
